is_hit,pred_prob,batter_name,game_date,game_season,batSide,pitcher_hand,batting_order,weather_condition,weather_temp,weight,height_in_inches,strikeZoneTop,strikeZoneBottom,last_season_ba
1,0.3562,Player_028,2022-04-12,2022,R,R,5,Overcast,69.0,217.0,76.0,3.37,1.71,0.307
0,0.2929,Player_000,2024-04-18,2024,R,R,8,Sunny,79.0,196.0,70.0,3.67,1.69,0.309
0,0.2381,Player_031,2024-04-09,2024,L,L,3,Cloudy,60.0,223.0,73.0,3.64,1.56,0.308
0,0.2794,Player_038,2024-05-24,2024,R,R,6,Sunny,56.0,234.0,70.0,3.53,1.63,0.304
1,0.2702,Player_007,2022-09-20,2022,L,R,1,Sunny,,175.0,70.0,3.45,1.52,0.229
1,0.3527,Player_000,2023-04-19,2023,R,L,3,Cloudy,,233.0,73.0,3.69,1.66,0.311
0,0.3202,Player_001,2024-07-30,2024,R,L,9,Cloudy,71.0,191.0,72.0,3.33,1.56,0.237
0,0.2436,Player_034,2023-09-04,2023,R,L,7,Overcast,62.0,224.0,71.0,3.34,1.77,0.307
0,0.2151,Player_009,2023-08-24,2023,R,R,3,Cloudy,55.0,213.0,77.0,3.55,1.74,0.276
0,0.4079,Player_016,2023-06-05,2023,L,R,9,Overcast,84.0,222.0,76.0,3.52,1.72,0.248
1,0.2796,Player_013,2022-04-10,2022,L,L,2,Sunny,66.0,182.0,73.0,3.69,1.53,0.251
0,0.2709,Player_012,2023-06-06,2023,R,R,4,Cloudy,86.0,214.0,77.0,3.62,1.63,0.247
0,0.3885,Player_006,2022-07-18,2022,R,R,4,Sunny,76.0,237.0,70.0,3.68,1.55,0.293
0,0.2443,Player_016,2023-08-15,2023,R,R,6,Cloudy,80.0,226.0,77.0,3.59,1.51,0.294
0,0.2777,Player_036,2023-04-26,2023,L,R,3,Cloudy,81.0,226.0,77.0,3.67,1.62,0.263
0,0.2838,Player_014,2022-05-25,2022,L,R,3,Sunny,62.0,186.0,73.0,3.57,1.59,0.263
0,0.2078,Player_032,2022-07-18,2022,L,R,7,Cloudy,73.0,192.0,75.0,3.51,1.78,0.241
0,0.2921,Player_027,2024-08-06,2024,L,L,2,Cloudy,86.0,228.0,72.0,3.53,1.78,0.26
1,0.2466,Player_031,2023-05-26,2023,L,R,2,Sunny,64.0,201.0,77.0,3.66,1.78,0.286
0,0.24,Player_022,2023-08-27,2023,R,R,2,Cloudy,59.0,211.0,73.0,3.34,1.5,0.283
1,0.2307,Player_014,2024-08-22,2024,R,R,3,Overcast,71.0,185.0,71.0,3.53,1.66,0.233
0,0.2589,Player_010,2023-06-04,2023,L,R,1,Sunny,90.0,225.0,70.0,3.46,1.51,0.293
0,0.2413,Player_011,2023-07-06,2023,L,R,1,Cloudy,67.0,203.0,75.0,3.57,1.68,0.319
1,0.3173,Player_021,2023-06-26,2023,L,R,7,Overcast,70.0,207.0,77.0,3.54,1.65,0.301
0,0.2391,Player_016,2022-07-30,2022,R,L,5,Sunny,60.0,236.0,75.0,3.46,1.63,0.221
0,0.3034,Player_016,2023-05-29,2023,L,R,2,Sunny,84.0,216.0,75.0,3.58,1.52,0.302
0,0.4148,Player_014,2022-05-30,2022,R,L,3,Cloudy,68.0,203.0,76.0,3.51,1.53,0.223
0,0.2391,Player_036,2024-06-15,2024,R,L,7,Cloudy,61.0,197.0,72.0,3.37,1.59,0.233
1,0.3123,Player_025,2023-05-09,2023,L,L,8,Overcast,59.0,214.0,72.0,3.56,1.57,0.244
0,0.3003,Player_035,2022-07-14,2022,R,L,8,Cloudy,67.0,202.0,76.0,3.31,1.55,0.269
0,0.2756,Player_037,2023-09-20,2023,S,R,2,Cloudy,63.0,189.0,75.0,3.63,1.76,0.304
0,0.3192,Player_024,2022-06-02,2022,L,R,8,Sunny,74.0,198.0,71.0,3.66,1.51,0.301
0,0.3014,Player_003,2023-09-02,2023,L,R,4,Sunny,72.0,193.0,70.0,3.33,1.57,0.257
1,0.2642,Player_038,2024-06-22,2024,R,L,3,Cloudy,74.0,223.0,76.0,3.4,1.78,0.267
0,0.2389,Player_019,2024-04-29,2024,R,R,6,Sunny,69.0,207.0,76.0,3.35,1.76,0.237
1,0.2454,Player_015,2024-06-28,2024,R,R,2,Drizzle,58.0,188.0,73.0,3.61,1.61,0.315
0,0.2812,Player_016,2023-06-29,2023,R,R,5,Sunny,86.0,184.0,76.0,3.33,1.74,0.247
0,0.162,Player_003,2023-04-05,2023,L,R,4,Sunny,76.0,235.0,76.0,3.52,1.55,0.24
0,0.3847,Player_026,2022-06-26,2022,R,R,6,Overcast,62.0,232.0,75.0,3.46,1.69,0.319
0,0.4013,Player_001,2023-04-30,2023,R,L,2,Sunny,58.0,228.0,77.0,3.6,1.76,0.241
1,0.3119,Player_028,2023-08-21,2023,L,R,1,Sunny,92.0,222.0,77.0,3.56,1.64,0.238
0,0.3266,Player_033,2022-07-07,2022,R,R,4,Drizzle,91.0,231.0,72.0,3.52,1.55,0.318
0,0.3257,Player_016,2022-05-25,2022,S,L,9,Overcast,62.0,217.0,77.0,3.5,1.67,0.228
1,0.1873,Player_015,2022-04-01,2022,R,R,6,Sunny,71.0,234.0,74.0,3.61,1.72,0.223
0,0.365,Player_026,2022-07-12,2022,L,R,5,Sunny,78.0,234.0,73.0,3.49,1.76,0.266
0,0.2701,Player_034,2022-08-05,2022,L,R,6,Cloudy,72.0,203.0,71.0,3.47,1.61,0.25
0,0.4404,Player_003,2023-06-16,2023,R,R,5,Sunny,88.0,191.0,75.0,3.31,1.59,0.307
0,0.2668,Player_018,2023-09-10,2023,R,R,2,Sunny,78.0,232.0,76.0,3.41,1.71,0.293
1,0.3436,Player_012,2023-05-06,2023,R,R,9,Sunny,65.0,228.0,71.0,3.45,1.57,
0,0.2675,Player_000,2022-08-14,2022,R,R,3,Overcast,86.0,203.0,73.0,3.53,1.57,0.221
0,0.4338,Player_000,2023-06-29,2023,R,R,6,Sunny,89.0,234.0,77.0,3.57,1.55,0.247
0,0.2641,Player_021,2024-05-26,2024,L,R,8,Overcast,57.0,181.0,77.0,3.69,1.61,0.309
0,0.3516,Player_030,2022-05-22,2022,L,L,6,Sunny,89.0,228.0,73.0,3.41,1.63,0.245
0,0.3439,Player_023,2023-06-20,2023,L,R,9,Cloudy,83.0,178.0,77.0,3.52,1.72,0.223
0,0.3283,Player_009,2023-04-15,2023,L,R,2,Cloudy,91.0,181.0,76.0,3.6,1.53,0.243
1,0.296,Player_018,2022-07-27,2022,R,R,6,Sunny,,179.0,72.0,3.42,1.63,0.296
0,0.2533,Player_038,2023-06-13,2023,L,R,1,Cloudy,56.0,180.0,73.0,3.52,1.7,0.306
0,0.119,Player_033,2023-08-01,2023,L,R,6,Sunny,72.0,187.0,70.0,3.47,1.66,0.249
0,0.3552,Player_004,2023-07-02,2023,R,R,2,Overcast,57.0,198.0,70.0,3.46,1.74,0.243
0,0.2358,Player_025,2024-09-22,2024,L,L,6,Cloudy,55.0,198.0,74.0,3.33,1.77,0.304
0,0.3519,Player_024,2024-04-14,2024,L,L,3,Sunny,91.0,202.0,70.0,3.31,1.56,0.24
0,0.3046,Player_014,2023-06-28,2023,R,R,2,Cloudy,64.0,238.0,72.0,3.42,1.77,0.256
1,0.384,Player_014,2023-07-06,2023,L,R,8,Drizzle,57.0,208.0,71.0,3.66,1.77,0.258
0,0.3061,Player_028,2024-05-14,2024,R,L,9,Sunny,92.0,190.0,72.0,3.38,1.61,0.26
0,0.0775,Player_037,2023-07-31,2023,R,L,2,Sunny,71.0,183.0,71.0,3.33,1.74,0.228
0,0.313,Player_012,2024-06-04,2024,L,L,2,Overcast,59.0,234.0,74.0,3.55,1.65,0.304
0,0.2559,Player_037,2024-08-15,2024,R,R,1,Sunny,65.0,192.0,76.0,3.68,1.74,0.242
0,0.3616,Player_033,2022-09-14,2022,R,R,7,Cloudy,55.0,227.0,74.0,3.32,1.72,0.257
0,0.3214,Player_002,2022-09-01,2022,R,R,9,Sunny,82.0,226.0,76.0,3.6,1.79,0.284
0,0.2922,Player_011,2022-07-23,2022,R,L,2,Cloudy,92.0,230.0,74.0,3.34,1.57,0.3
0,0.2309,Player_017,2024-08-07,2024,R,L,5,Sunny,70.0,184.0,75.0,3.35,1.72,0.279
0,0.1861,Player_026,2023-09-03,2023,R,L,7,Sunny,89.0,226.0,72.0,3.67,1.5,0.256
0,0.2497,Player_009,2024-09-23,2024,R,R,4,Overcast,68.0,225.0,72.0,3.58,1.78,0.221
0,0.144,Player_016,2023-08-09,2023,L,L,7,Cloudy,73.0,238.0,71.0,3.52,1.56,0.27
0,0.2387,Player_003,2024-09-11,2024,S,R,7,Sunny,63.0,221.0,74.0,3.37,1.61,0.276
1,0.1775,Player_004,2024-09-20,2024,R,R,7,Cloudy,55.0,182.0,71.0,3.52,1.75,0.256
0,0.1794,Player_017,2022-05-02,2022,R,R,7,Sunny,61.0,204.0,75.0,3.32,1.64,0.283
0,0.3082,Player_025,2023-06-30,2023,L,R,4,Sunny,78.0,206.0,75.0,3.46,1.7,0.299
1,0.3074,Player_018,2023-06-04,2023,L,L,4,Cloudy,,205.0,77.0,3.58,1.61,0.224
0,0.2478,Player_015,2024-09-17,2024,R,L,6,Drizzle,87.0,197.0,73.0,3.53,1.67,0.301
0,0.2451,Player_019,2024-08-11,2024,R,R,1,Sunny,91.0,227.0,77.0,3.57,1.75,0.279
0,0.2337,Player_025,2023-09-07,2023,L,R,6,Overcast,66.0,193.0,73.0,3.35,1.77,0.253
0,0.2778,Player_028,2024-06-01,2024,L,R,1,Cloudy,65.0,203.0,75.0,3.6,1.64,0.289
0,0.2424,Player_021,2023-08-30,2023,L,R,7,Sunny,61.0,204.0,77.0,3.68,1.72,0.29
0,0.2756,Player_003,2022-04-15,2022,R,R,6,Cloudy,71.0,216.0,74.0,3.66,1.64,0.296
1,0.1935,Player_001,2024-09-16,2024,L,R,5,Sunny,91.0,206.0,77.0,3.34,1.78,
1,0.3291,Player_013,2023-05-12,2023,S,R,3,Overcast,,238.0,74.0,3.34,1.72,0.278
0,0.2303,Player_008,2024-07-03,2024,L,L,5,Cloudy,85.0,239.0,70.0,3.51,1.63,0.268
0,0.2963,Player_021,2023-08-07,2023,L,L,6,Sunny,67.0,205.0,73.0,3.51,1.65,0.256
0,0.3321,Player_028,2023-08-12,2023,L,L,7,Sunny,72.0,192.0,76.0,3.64,1.55,0.233
0,0.303,Player_010,2023-05-09,2023,R,R,9,Sunny,74.0,224.0,75.0,3.45,1.78,0.312
0,0.3359,Player_018,2023-07-09,2023,R,R,2,Sunny,91.0,234.0,71.0,3.51,1.58,0.233
0,0.1053,Player_008,2022-07-05,2022,R,L,1,Drizzle,74.0,232.0,72.0,3.38,1.55,0.285
0,0.2155,Player_018,2024-08-17,2024,S,L,6,Overcast,79.0,185.0,75.0,3.68,1.64,0.26
1,0.3772,Player_015,2022-05-28,2022,L,R,2,Overcast,,178.0,76.0,3.35,1.72,0.302
0,0.3156,Player_000,2023-08-16,2023,R,R,2,Cloudy,92.0,218.0,71.0,3.66,1.7,0.267
0,0.3994,Player_026,2023-07-20,2023,L,L,3,Sunny,90.0,194.0,73.0,3.66,1.58,0.239
0,0.4193,Player_012,2023-08-15,2023,L,R,7,Cloudy,59.0,194.0,71.0,3.32,1.58,0.235
0,0.301,Player_029,2023-09-05,2023,R,R,1,Sunny,59.0,176.0,72.0,3.61,1.57,0.259
0,0.2824,Player_026,2024-06-16,2024,L,R,4,Sunny,72.0,237.0,77.0,3.44,1.68,0.273
0,0.2129,Player_007,2024-06-16,2024,R,R,1,Sunny,69.0,175.0,70.0,3.39,1.79,0.283
0,0.2167,Player_035,2023-08-22,2023,R,L,8,Drizzle,82.0,216.0,74.0,3.46,1.77,0.305
1,0.2214,Player_000,2023-08-19,2023,R,L,7,Cloudy,72.0,235.0,73.0,3.67,1.65,0.257
1,0.2385,Player_022,2022-09-05,2022,R,R,1,Sunny,71.0,179.0,72.0,3.46,1.61,0.298
0,0.1857,Player_032,2023-07-09,2023,R,L,3,Drizzle,58.0,215.0,77.0,3.4,1.62,0.242
0,0.3281,Player_021,2024-07-23,2024,L,R,5,Overcast,68.0,235.0,77.0,3.51,1.74,0.308
0,0.3888,Player_022,2023-04-11,2023,L,L,5,Cloudy,77.0,201.0,70.0,3.46,1.7,0.23
0,0.3653,Player_018,2024-06-20,2024,L,R,2,Sunny,82.0,194.0,72.0,3.31,1.51,0.3
1,0.2574,Player_002,2022-05-15,2022,R,R,5,Sunny,61.0,220.0,71.0,3.37,1.52,0.247
0,0.351,Player_027,2024-08-31,2024,S,R,8,Sunny,79.0,235.0,70.0,3.31,1.64,0.286
0,0.3243,Player_038,2024-04-22,2024,L,R,2,Cloudy,77.0,211.0,74.0,3.51,1.66,0.274
1,0.2772,Player_031,2024-08-18,2024,R,R,2,Cloudy,66.0,175.0,73.0,3.56,1.79,0.278
0,0.2428,Player_002,2024-08-28,2024,R,L,4,Sunny,90.0,219.0,73.0,3.59,1.54,0.318
0,0.266,Player_008,2022-06-24,2022,R,R,5,Sunny,72.0,189.0,75.0,3.38,1.74,0.28
0,0.2956,Player_033,2024-07-29,2024,R,L,3,Cloudy,65.0,239.0,77.0,3.62,1.77,0.242
0,0.2898,Player_028,2023-07-14,2023,R,R,1,Overcast,83.0,193.0,75.0,3.46,1.61,0.261
0,0.229,Player_014,2023-08-03,2023,R,R,1,Sunny,,216.0,74.0,3.32,1.55,0.23
1,0.1956,Player_009,2022-08-02,2022,R,L,8,Cloudy,80.0,219.0,73.0,3.67,1.57,0.254
0,0.2914,Player_018,2022-05-16,2022,L,L,2,Drizzle,,203.0,73.0,3.58,1.7,0.249
0,0.31,Player_001,2024-08-01,2024,R,R,3,Cloudy,73.0,226.0,74.0,3.53,1.52,0.284
0,0.2481,Player_003,2023-09-10,2023,L,L,7,Sunny,63.0,233.0,72.0,3.32,1.77,0.311
0,0.2008,Player_002,2023-05-26,2023,R,R,6,Cloudy,65.0,215.0,74.0,3.31,1.73,0.248
0,0.3576,Player_033,2022-05-26,2022,L,L,1,Overcast,63.0,224.0,73.0,3.53,1.74,0.305
1,0.3727,Player_001,2023-05-23,2023,L,R,2,Overcast,59.0,179.0,72.0,3.65,1.72,0.308
0,0.1609,Player_022,2024-09-11,2024,L,R,5,Sunny,94.0,190.0,76.0,3.56,1.54,0.283
0,0.3938,Player_011,2024-09-06,2024,L,R,4,Sunny,88.0,203.0,70.0,3.3,1.72,0.29
0,0.2554,Player_030,2023-06-02,2023,L,L,9,Sunny,75.0,183.0,76.0,3.56,1.68,0.3
0,0.3133,Player_005,2022-09-16,2022,L,R,2,Sunny,87.0,207.0,71.0,3.44,1.52,0.257
0,0.3597,Player_036,2022-08-16,2022,R,R,1,Cloudy,81.0,179.0,73.0,3.35,1.59,0.319
1,0.4157,Player_003,2022-06-12,2022,L,R,5,Sunny,79.0,198.0,75.0,3.62,1.63,0.258
0,0.3502,Player_033,2023-08-27,2023,R,R,9,Cloudy,83.0,178.0,77.0,3.53,1.66,
1,0.2969,Player_005,2024-09-11,2024,R,R,1,Cloudy,77.0,202.0,76.0,3.59,1.55,0.293
1,0.1837,Player_001,2022-09-04,2022,R,R,8,Cloudy,77.0,201.0,75.0,3.37,1.66,0.253
0,0.1582,Player_001,2023-06-24,2023,L,R,9,Sunny,60.0,206.0,73.0,3.35,1.79,0.223
0,0.3615,Player_031,2024-05-09,2024,L,R,4,Sunny,79.0,239.0,72.0,3.51,1.61,0.238
1,0.3739,Player_013,2023-05-01,2023,R,R,4,Sunny,72.0,211.0,72.0,3.51,1.55,
1,0.213,Player_016,2024-08-26,2024,L,L,9,Drizzle,64.0,184.0,76.0,3.53,1.64,0.241
0,0.2811,Player_032,2023-08-10,2023,L,R,6,Sunny,74.0,216.0,74.0,3.6,1.64,0.234
0,0.241,Player_010,2022-08-06,2022,R,R,5,Sunny,88.0,238.0,70.0,3.57,1.78,
0,0.2391,Player_022,2023-04-09,2023,S,R,3,Sunny,73.0,188.0,70.0,3.57,1.64,0.283
1,0.3752,Player_011,2023-09-21,2023,L,R,9,Cloudy,74.0,180.0,70.0,3.37,1.57,0.233
1,0.2953,Player_002,2024-04-20,2024,R,R,3,Cloudy,64.0,233.0,74.0,3.47,1.57,0.298
1,0.264,Player_039,2022-07-14,2022,R,R,4,Drizzle,87.0,186.0,77.0,3.54,1.51,0.304
0,0.466,Player_014,2023-09-17,2023,R,R,8,Sunny,59.0,228.0,73.0,3.51,1.72,
0,0.1996,Player_033,2024-05-13,2024,L,R,5,Sunny,88.0,202.0,71.0,3.42,1.58,0.245
1,0.3384,Player_017,2023-07-03,2023,L,R,7,Overcast,92.0,226.0,73.0,3.68,1.74,0.278
0,0.2066,Player_034,2022-08-30,2022,R,R,9,Sunny,62.0,221.0,75.0,3.36,1.67,0.226
1,0.259,Player_006,2024-05-17,2024,L,L,6,Sunny,77.0,227.0,70.0,3.69,1.71,0.314
0,0.2904,Player_021,2022-04-19,2022,R,R,2,Drizzle,78.0,224.0,75.0,3.61,1.56,0.221
1,0.3591,Player_014,2024-06-25,2024,L,R,7,Cloudy,89.0,209.0,77.0,3.54,1.55,0.242
0,0.2617,Player_039,2022-08-22,2022,R,R,6,Sunny,68.0,190.0,77.0,3.35,1.63,0.228
0,0.2543,Player_013,2024-07-13,2024,R,R,2,Drizzle,81.0,236.0,71.0,3.53,1.61,0.319
0,0.2605,Player_030,2022-06-19,2022,R,R,1,Sunny,58.0,187.0,77.0,3.34,1.65,0.224
0,0.2044,Player_019,2023-07-25,2023,R,R,9,Sunny,87.0,198.0,70.0,3.67,1.72,0.22
0,0.3443,Player_016,2024-04-09,2024,L,R,1,Sunny,85.0,193.0,73.0,3.41,1.77,0.23
1,0.2997,Player_027,2023-06-02,2023,R,R,5,Sunny,63.0,202.0,73.0,3.46,1.68,0.308
0,0.3005,Player_025,2022-09-06,2022,L,L,9,Sunny,60.0,191.0,75.0,3.55,1.57,0.26
0,0.2751,Player_019,2022-06-09,2022,R,R,8,Overcast,59.0,228.0,76.0,3.31,1.59,0.314
0,0.2665,Player_002,2022-09-21,2022,R,R,8,Drizzle,88.0,203.0,74.0,3.52,1.77,0.316
1,0.3623,Player_002,2022-07-08,2022,R,R,7,Cloudy,79.0,231.0,76.0,3.59,1.56,0.293
0,0.3515,Player_023,2023-09-16,2023,R,R,5,Drizzle,69.0,177.0,77.0,3.38,1.53,0.237
1,0.379,Player_002,2023-07-22,2023,S,R,3,Sunny,76.0,204.0,74.0,3.36,1.78,0.317
1,0.2961,Player_024,2024-06-14,2024,L,L,9,Sunny,,213.0,74.0,3.5,1.51,0.264
0,0.3447,Player_035,2024-09-12,2024,R,L,6,Sunny,58.0,230.0,74.0,3.51,1.72,0.266
1,0.2509,Player_031,2024-05-18,2024,R,R,4,Cloudy,,222.0,72.0,3.48,1.54,0.284
0,0.2559,Player_027,2023-06-10,2023,L,L,9,Sunny,79.0,216.0,73.0,3.42,1.7,0.292
0,0.3637,Player_010,2023-08-09,2023,R,R,4,Sunny,79.0,229.0,74.0,3.46,1.56,0.316
0,0.359,Player_026,2023-09-05,2023,L,R,1,Drizzle,62.0,200.0,70.0,3.42,1.77,0.317
0,0.2497,Player_007,2023-05-05,2023,L,L,6,Sunny,92.0,237.0,73.0,3.4,1.51,0.261
1,0.2268,Player_036,2022-09-26,2022,L,R,4,Cloudy,59.0,233.0,72.0,3.49,1.59,0.234
0,0.2857,Player_003,2024-06-16,2024,L,R,6,Sunny,89.0,234.0,75.0,3.46,1.73,0.312
0,0.2321,Player_021,2024-05-31,2024,R,R,6,Cloudy,94.0,207.0,73.0,3.47,1.67,0.232
1,0.4007,Player_019,2023-04-24,2023,R,R,6,Cloudy,85.0,181.0,71.0,3.3,1.63,
0,0.3332,Player_002,2023-04-05,2023,R,R,4,Sunny,77.0,230.0,74.0,3.58,1.63,0.237
0,0.1964,Player_007,2022-07-10,2022,R,L,3,Sunny,62.0,202.0,73.0,3.32,1.65,0.256
0,0.1969,Player_028,2023-07-18,2023,L,L,3,Cloudy,68.0,227.0,75.0,3.38,1.8,0.273
0,0.2255,Player_023,2023-04-17,2023,R,R,9,Cloudy,76.0,178.0,75.0,3.62,1.7,0.29
1,0.2609,Player_006,2024-09-09,2024,L,R,7,Sunny,58.0,181.0,77.0,3.69,1.65,0.318
0,0.2683,Player_005,2023-07-07,2023,R,R,4,Sunny,83.0,197.0,74.0,3.7,1.6,0.312
0,0.378,Player_026,2023-04-10,2023,L,R,9,Sunny,91.0,231.0,74.0,3.54,1.65,0.272
0,0.1823,Player_026,2024-08-29,2024,R,L,7,Sunny,84.0,176.0,72.0,3.4,1.78,0.251
0,0.4403,Player_016,2024-05-05,2024,R,R,5,Overcast,92.0,185.0,75.0,3.63,1.57,0.274
0,0.214,Player_000,2024-07-30,2024,R,R,8,Sunny,73.0,207.0,73.0,3.56,1.6,0.257
0,0.1814,Player_001,2023-07-31,2023,R,R,9,Sunny,65.0,227.0,77.0,3.69,1.52,0.266
0,0.4182,Player_006,2023-08-24,2023,L,R,6,Cloudy,55.0,185.0,75.0,3.52,1.69,0.311
1,0.3425,Player_002,2024-08-23,2024,R,L,1,Overcast,72.0,224.0,72.0,3.51,1.73,0.271
0,0.2372,Player_022,2024-09-24,2024,R,L,4,Sunny,59.0,206.0,77.0,3.32,1.69,0.224
0,0.3067,Player_015,2024-04-15,2024,R,R,3,Cloudy,80.0,222.0,73.0,3.38,1.74,0.288
0,0.3085,Player_008,2023-06-05,2023,R,R,7,Cloudy,87.0,221.0,74.0,3.57,1.73,0.248
0,0.2896,Player_023,2024-06-04,2024,R,R,1,Sunny,59.0,234.0,75.0,3.7,1.79,0.241
0,0.1892,Player_028,2022-06-07,2022,S,R,5,Sunny,75.0,178.0,75.0,3.49,1.64,0.297
1,0.0963,Player_006,2022-05-13,2022,L,L,4,Overcast,76.0,214.0,74.0,3.31,1.53,0.237
0,0.2209,Player_025,2022-05-13,2022,R,R,4,Sunny,67.0,204.0,75.0,3.46,1.66,0.281
0,0.3771,Player_004,2022-09-21,2022,R,L,6,Sunny,63.0,197.0,77.0,3.35,1.73,0.302
0,0.3799,Player_023,2023-09-09,2023,R,L,5,Cloudy,83.0,223.0,71.0,3.68,1.62,0.25
0,0.2617,Player_015,2023-08-01,2023,R,R,2,Sunny,64.0,213.0,74.0,3.36,1.63,0.267
0,0.2329,Player_004,2024-07-08,2024,L,R,8,Sunny,56.0,203.0,74.0,3.35,1.72,0.278
1,0.2995,Player_032,2023-06-25,2023,R,R,5,Sunny,79.0,220.0,77.0,3.48,1.51,0.284
1,0.3007,Player_007,2022-08-01,2022,L,L,2,Sunny,57.0,212.0,74.0,3.52,1.7,0.317
0,0.3421,Player_031,2024-09-02,2024,L,R,7,Cloudy,67.0,198.0,71.0,3.59,1.71,0.309
1,0.1031,Player_014,2022-06-16,2022,R,R,4,Sunny,58.0,196.0,76.0,3.45,1.79,0.241
0,0.521,Player_027,2022-07-06,2022,L,R,6,Sunny,77.0,191.0,76.0,3.66,1.72,0.275
0,0.3793,Player_028,2024-09-11,2024,L,R,7,Cloudy,63.0,194.0,76.0,3.54,1.54,0.236
0,0.2861,Player_017,2022-09-12,2022,L,R,6,Cloudy,,206.0,71.0,3.32,1.65,0.226
0,0.1997,Player_026,2023-05-12,2023,R,L,9,Cloudy,70.0,186.0,71.0,3.31,1.62,0.257
0,0.3491,Player_017,2023-05-13,2023,R,R,6,Sunny,74.0,233.0,70.0,3.49,1.62,0.252
0,0.3147,Player_024,2023-05-07,2023,R,R,4,Sunny,83.0,212.0,73.0,3.48,1.74,0.277
0,0.3065,Player_009,2023-04-05,2023,L,R,9,Drizzle,92.0,215.0,70.0,3.48,1.67,0.284
0,0.3121,Player_017,2024-08-03,2024,R,R,5,Sunny,79.0,212.0,76.0,3.32,1.72,0.259
1,0.2721,Player_005,2023-06-17,2023,R,R,7,Sunny,74.0,233.0,74.0,3.32,1.72,
0,0.3081,Player_016,2023-04-06,2023,R,R,3,Cloudy,78.0,228.0,72.0,3.32,1.71,0.304
1,0.3208,Player_000,2024-05-06,2024,L,L,9,Overcast,75.0,205.0,72.0,3.59,1.73,0.292
0,0.324,Player_016,2022-07-05,2022,L,R,9,Drizzle,55.0,197.0,73.0,3.54,1.57,0.255
0,0.3004,Player_034,2023-08-29,2023,R,R,9,Sunny,74.0,236.0,71.0,3.35,1.53,0.244
0,0.3775,Player_014,2022-07-29,2022,R,R,4,Drizzle,84.0,213.0,73.0,3.47,1.55,0.232
0,0.1682,Player_019,2022-07-05,2022,R,R,8,Sunny,89.0,226.0,75.0,3.68,1.74,0.245
0,0.1941,Player_034,2024-05-03,2024,R,L,7,Overcast,58.0,184.0,73.0,3.33,1.79,0.316
0,0.2819,Player_000,2024-05-21,2024,R,R,1,Sunny,82.0,198.0,73.0,3.38,1.78,0.262
0,0.2289,Player_026,2022-08-19,2022,R,R,9,Drizzle,59.0,192.0,76.0,3.46,1.5,0.262
0,0.2723,Player_021,2023-08-18,2023,L,R,5,Overcast,56.0,204.0,73.0,3.39,1.8,0.267
1,0.3701,Player_013,2022-09-04,2022,R,R,5,Overcast,56.0,207.0,70.0,3.36,1.77,0.285
0,0.2696,Player_010,2024-07-03,2024,R,R,4,Cloudy,59.0,239.0,74.0,3.69,1.56,0.312
0,0.172,Player_023,2023-05-20,2023,L,R,8,Sunny,58.0,181.0,71.0,3.61,1.67,0.231
0,0.2504,Player_017,2024-06-29,2024,R,R,1,Sunny,,236.0,76.0,3.59,1.8,0.302
0,0.2741,Player_015,2022-09-09,2022,L,L,4,Sunny,91.0,227.0,71.0,3.67,1.64,0.265
0,0.2828,Player_026,2023-05-03,2023,R,R,6,Cloudy,85.0,201.0,75.0,3.37,1.79,0.247
1,0.3389,Player_015,2024-08-30,2024,L,R,2,Sunny,84.0,193.0,73.0,3.66,1.66,0.274
0,0.3132,Player_032,2024-09-26,2024,R,R,2,Sunny,59.0,229.0,73.0,3.69,1.6,0.274
0,0.2903,Player_011,2022-08-26,2022,L,R,6,Sunny,92.0,183.0,77.0,3.53,1.55,0.233
0,0.1965,Player_028,2023-07-28,2023,R,R,6,Overcast,75.0,234.0,76.0,3.66,1.53,0.23
0,0.2191,Player_022,2024-06-12,2024,R,L,8,Sunny,56.0,236.0,71.0,3.63,1.71,0.283
0,0.2564,Player_035,2024-08-31,2024,L,R,8,Cloudy,80.0,191.0,76.0,3.43,1.6,0.294
1,0.26,Player_016,2023-04-29,2023,R,R,1,Sunny,83.0,211.0,72.0,3.43,1.62,0.281
0,0.2984,Player_009,2024-08-14,2024,S,L,4,Sunny,71.0,208.0,73.0,3.57,1.78,0.255
0,0.2783,Player_015,2024-06-11,2024,R,L,8,Cloudy,83.0,224.0,76.0,3.52,1.56,0.276
1,0.3577,Player_026,2023-06-30,2023,L,R,9,Sunny,82.0,224.0,71.0,3.45,1.61,0.311
0,0.2531,Player_017,2022-06-23,2022,R,R,1,Cloudy,78.0,239.0,73.0,3.32,1.77,0.312
1,0.4056,Player_035,2023-04-02,2023,L,R,7,Sunny,68.0,179.0,70.0,3.31,1.78,0.243
1,0.3171,Player_006,2024-09-24,2024,L,L,3,Drizzle,94.0,228.0,74.0,3.34,1.74,0.23
0,0.2879,Player_012,2023-07-30,2023,R,R,8,Sunny,79.0,227.0,75.0,3.46,1.61,0.285
0,0.2922,Player_039,2023-07-18,2023,R,L,5,Sunny,73.0,223.0,74.0,3.31,1.54,0.237
0,0.2327,Player_031,2024-04-18,2024,R,R,2,Drizzle,,188.0,77.0,3.36,1.74,0.3
0,0.1524,Player_003,2023-08-19,2023,L,R,2,Overcast,64.0,223.0,75.0,3.69,1.75,0.248
0,0.2375,Player_037,2024-09-20,2024,R,R,9,Sunny,93.0,206.0,70.0,3.48,1.71,0.235
